3549,GLLBaseLine,accept,2766,2110,17278,334,386,135,2770,14293,0Crowbarred
124749,GLLBaseLine,accept,61953,39880,309150,14672,13254,930,20938,220733,0Crowbarred
124749,GLLBaseLine,accept,61953,39880,309150,14672,13254,930,20938,220733,0Crowbarred
164284,GLLBaseLine,accept,80443,51261,313880,17854,18370,1593,21844,197530,0Crowbarred
164284,GLLBaseLine,accept,80443,51261,313880,17854,18370,1593,21844,197530,0Crowbarred
22757,GLLBaseLine,accept,13685,9510,67678,3086,2062,324,6452,48516,0Crowbarred
22757,GLLBaseLine,accept,13685,9510,67678,3086,2062,324,6452,48516,0Crowbarred
4910,GLLBaseLine,accept,4976,4108,57597,574,683,151,5654,52600,0Crowbarred
4910,GLLBaseLine,accept,4976,4108,57597,574,683,151,5654,52600,0Crowbarred
1754,GLLBaseLine,accept,1705,1421,11429,242,224,77,1772,9525,0Crowbarred
1754,GLLBaseLine,accept,1705,1421,11429,242,224,77,1772,9525,0Crowbarred
19821,GLLBaseLine,accept,12285,14688,170317,1699,2151,368,13687,153441,0Crowbarred
19821,GLLBaseLine,accept,12285,14688,170317,1699,2151,368,13687,153441,0Crowbarred
21527,GLLBaseLine,accept,13214,12520,131878,2081,2425,491,10390,115041,0Crowbarred
21527,GLLBaseLine,accept,13214,12520,131878,2081,2425,491,10390,115041,0Crowbarred
13014,GLLBaseLine,accept,7025,4688,29393,1329,1694,208,3210,19935,0Crowbarred
13014,GLLBaseLine,accept,7025,4688,29393,1329,1694,208,3210,19935,0Crowbarred
9890,GLLBaseLine,accept,11196,6806,52629,1889,2123,189,4540,37043,0Crowbarred
9890,GLLBaseLine,accept,11196,6806,52629,1889,2123,189,4540,37043,0Crowbarred
13342,GLLBaseLine,accept,5730,7765,25912,1153,1361,259,3770,14817,0Crowbarred
13342,GLLBaseLine,accept,5730,7765,25912,1153,1361,259,3770,14817,0Crowbarred
21658,GLLBaseLine,accept,16021,8932,48054,2794,4023,325,3977,25756,0Crowbarred
21658,GLLBaseLine,accept,16021,8932,48054,2794,4023,325,3977,25756,0Crowbarred
16394,GLLBaseLine,accept,8571,7024,25047,1802,2004,316,3196,11647,0Crowbarred
16394,GLLBaseLine,accept,8571,7024,25047,1802,2004,316,3196,11647,0Crowbarred
6976,GLLBaseLine,accept,5569,3668,24204,998,1031,204,2852,16803,0Crowbarred
6976,GLLBaseLine,accept,5569,3668,24204,998,1031,204,2852,16803,0Crowbarred
128048,GLLBaseLine,accept,70157,48443,386697,12912,17462,1624,26585,288497,0Crowbarred
128048,GLLBaseLine,accept,70157,48443,386697,12912,17462,1624,26585,288497,0Crowbarred
