355,GLLBaseLine,accept,135,102,304,32,28,11,247,327,0,114,62,180,32,28,2,0,0,157,11.574
306,GLLBaseLine,accept,250,165,499,56,64,9,504,829,0,232,127,363,56,64,4,0,0,448,38.271
274,GLLBaseLine,accept,219,151,501,42,46,11,525,900,0,204,106,328,42,46,6,0,0,478,61.713
554,GLLBaseLine,accept,353,219,672,79,81,18,391,594,0,329,171,506,79,81,7,0,0,313,36.904
1123,GLLBaseLine,accept,616,476,1561,136,175,19,1925,4504,0,567,351,964,136,175,10,0,0,2341,708.718
361,GLLBaseLine,accept,265,175,573,58,54,11,462,792,0,252,134,409,58,54,5,0,0,424,39.137
338,GLLBaseLine,accept,258,167,558,55,49,11,574,976,0,233,115,359,55,49,5,0,0,515,46.308
272,GLLBaseLine,accept,219,151,501,42,46,11,525,900,0,204,106,328,42,46,6,0,0,478,42.171
261,GLLBaseLine,accept,258,174,566,55,52,12,749,1334,0,240,126,381,55,52,7,0,0,705,90.225
342,GLLBaseLine,accept,335,230,700,70,91,13,749,1334,0,313,181,511,70,91,7,0,0,717,87.173
281,GLLBaseLine,accept,205,131,388,47,53,8,350,529,0,188,103,292,47,53,4,0,0,280,20.639
151,GLLBaseLine,accept,106,76,234,21,25,7,273,407,0,100,52,158,21,25,4,0,0,211,13.840
977,GLLBaseLine,accept,569,432,1470,121,146,19,2513,5896,0,517,307,865,121,146,10,0,0,3250,1307.447
770,GLLBaseLine,accept,517,351,1230,105,109,17,1904,4265,0,480,251,777,105,109,8,0,0,2306,576.301
569,GLLBaseLine,accept,379,244,768,82,85,20,531,880,0,345,180,533,82,85,9,0,0,452,42.787
407,GLLBaseLine,accept,324,258,941,56,67,17,1176,2526,0,286,166,501,56,67,9,0,0,1350,241.353
1988,GLLBaseLine,accept,1388,741,2481,248,359,43,1360,2928,0,1318,648,2004,248,359,17,0,0,1383,297.695
1876,GLLBaseLine,accept,979,791,2753,162,247,111,1675,2709,0,752,504,1292,162,247,61,0,0,1354,307.431
4582,GLLBaseLine,accept,1803,1290,3106,768,513,3,3612,4393,0,1801,1282,3085,768,513,2,0,0,2204,979.026
4563,GLLBaseLine,accept,1796,1285,3094,765,511,3,3598,4376,0,1791,1276,3067,765,511,1,0,0,2187,922.021
4576,GLLBaseLine,accept,1803,1290,3106,767,514,3,3612,4393,0,1801,1282,3085,767,514,2,0,0,2206,899.485
117,GLLBaseLine,accept,46,43,109,9,13,11,158,177,0,41,32,77,9,13,7,0,0,41,3.035
84,GLLBaseLine,accept,32,33,83,7,11,9,118,133,0,27,22,51,7,11,5,0,0,34,2.208
130,GLLBaseLine,accept,60,35,96,15,19,0,14,14,0,60,35,96,15,19,0,0,0,6,0.508
552,GLLBaseLine,accept,160,160,346,62,61,32,862,976,0,153,146,301,62,61,27,0,0,192,31.656
1060,GLLBaseLine,accept,852,563,2797,143,124,45,1535,3255,0,641,319,1015,143,124,20,0,0,1715,413.617
1993,GLLBaseLine,accept,2378,1678,5221,777,407,74,2187,5325,0,2245,1498,4166,777,407,30,0,0,2682,984.306
342,GLLBaseLine,accept,94,96,222,30,33,19,213,248,0,84,81,171,30,33,13,0,0,62,4.563
631,GLLBaseLine,accept,507,309,1015,85,114,7,826,1497,0,492,269,874,85,114,4,0,0,772,91.670
538,GLLBaseLine,accept,138,143,329,48,52,18,331,398,0,130,127,271,48,52,12,0,0,98,10.285
1371,GLLBaseLine,accept,1163,764,2742,272,210,63,2169,5150,0,1059,618,1796,272,210,36,0,0,2680,842.272
518,GLLBaseLine,accept,189,182,698,38,43,31,1245,1840,0,138,117,269,38,43,17,0,0,555,89.114
712,GLLBaseLine,accept,226,424,1023,63,67,27,2978,4574,0,193,278,507,63,67,17,0,0,1500,585.973
186,GLLBaseLine,accept,71,69,195,16,20,18,358,435,0,60,49,113,16,20,11,0,0,98,11.068
95,GLLBaseLine,accept,25,29,67,7,11,6,102,113,0,21,20,43,7,11,3,0,0,30,1.607
276,GLLBaseLine,accept,748,1012,2259,503,33,6,273,431,0,733,977,2149,503,33,3,0,0,219,15.838
407,GLLBaseLine,accept,185,154,500,35,38,32,934,1227,0,161,119,306,35,38,21,0,0,305,42.525
589,GLLBaseLine,accept,213,199,811,45,49,33,1730,2613,0,174,140,336,45,49,19,0,0,786,173.151
2435,GLLBaseLine,accept,1416,977,4461,291,214,115,2358,4862,0,1113,610,1772,291,214,48,0,0,2450,906.635
818,GLLBaseLine,accept,304,303,1209,73,80,50,2588,4007,0,216,198,423,73,80,33,0,0,1249,376.604
5585,GLLBaseLine,accept,2916,1820,5862,673,646,130,3187,5419,0,2721,1515,4400,673,646,57,0,0,2432,1055.566
