C1&4291&&55.13&2.57&16.15&0.31&36.61&2.67&9.16&0.18&8.96&0.86
C2&26551&&335.63&63.22&116.48&1.63&97.40&5.35&35.83&0.32&63.81&10.87
C3&36827&&475.29&76.32&154.81&2.81&130.17&9.32&48.37&0.78&87.18&13.50
J1&1429&&40.09&2.18&8.88&0.21&23.60&2.08&7.40&0.20&4.92&0.09
J2&19085&&568.51&101.75&138.84&11.07&87.81&5.36&37.92&0.34&157.55&4.39
J3&40311&&876.43&36.04&283.84&7.58&157.81&10.67&69.60&0.64&518.61&12.69
P1&4425&&37.98&1.89&9.05&0.09&36.59&3.22&9.87&0.15&6.02&0.18
P2&4480&&39.68&1.51&9.32&0.21&37.03&3.49&10.03&0.17&6.26&0.20
B1&2197&&28.34&1.09&5.17&0.13&23.44&2.57&3.37&0.15
S1&3031&&41.67&1.36&9.11&0.15&37.07&3.99&8.28&0.18&7.02&0.20
S2&5011&&52.99&1.82&15.37&0.23&44.20&3.69&11.72&0.17&12.47&0.22
S3&18565&&338.94&17.38&91.83&1.71&131.99&5.01&37.81&0.40&108.97&0.96
