tool,script,language,grammar,string,length,algorithm,result,Runs,TParseMin,TParseMax,TParseMean,TParseBestFiveMean,,Results...
art.jar,earleyIndexedPoolV3.bat,Pascal,iso_pascal_7185/earleyTableData/pascal.art,rhul/earleyTableData/view_ite.tok,25434,ARTEarleyIndexedPool,accept,30,59.58,74.522,66.306,60.340,***,59.58,59.693,59.832,60.091,62.504,64.221,64.34,64.741,64.757,64.961,65.099,65.255,65.335,65.361,65.779,66.109,66.329,66.686,66.898,67.247,67.425,67.917,68.878,69.388,69.521,69.808,70.855,72.381,73.652,74.522,
art.jar,earleyIndexedPoolV3.bat,Java,jls13/earleyTableData/jls13EAS.art,rhul/earleyTableData/artSourceV.tok,164963,ARTEarleyIndexedPool,accept,30,1496.87,1712.799,1559.189,1508.704,***,1496.87,1504.385,1505.735,1517.972,1518.559,1522.475,1522.966,1528.965,1529.335,1533.474,1536.209,1538.877,1540.49,1543.548,1546.343,1551.129,1554.304,1557.483,1560.219,1565.398,1568.008,1571.131,1571.734,1580.158,1596.866,1611.978,1618.44,1619.882,1649.935,1712.799,
art.jar,earleyTableIndexedPoolV3_g++.bat,C,ansi_c/earleyTableData/ansi_c.art,rhul/earleyTableData/gtb_src.tok,110671,ARTEarleyTableIndexedPool (C),accept,30,66.975,85.984,69.266,67.562,***,66.975,67.311,67.808,67.829,67.889,67.945,67.965,68.032,68.106,68.145,68.26,68.3,68.32,68.334,68.352,68.464,68.507,69.036,69.225,69.235,69.264,69.298,69.462,69.532,69.75,69.758,69.872,70.169,70.841,85.984,
gtb_mgw32_gcc_O3_pool.exe,rnglr_lr1.gtb,Pascal,iso_pascal_7185/earleyTableData/pascal.gtb,rhul/earleyTableData/view_ite.tok,24515,RNLGR (GTB with Pool),accept,30,12.204,13.18,12.891,12.366,***,12.204,12.294,12.31,12.334,12.69,12.842,12.895,12.897,12.925,12.927,12.931,12.942,12.948,12.953,12.962,12.977,12.98,12.983,12.991,12.999,13.019,13.025,13.029,13.041,13.048,13.066,13.075,13.099,13.162,13.18,
art.jar,earleyTableIndexedPoolV3_g++.bat,Pascal,iso_pascal_7185/earleyTableData/pascal.art,rhul/earleyTableData/view_ite.tok,24515,ARTEarleyTableIndexedPool (C),accept,30,12.56,13.192,12.903,12.606,***,12.56,12.593,12.617,12.627,12.632,12.647,12.826,12.832,12.844,12.862,12.865,12.881,12.884,12.896,12.899,12.901,12.902,12.902,12.944,12.951,12.977,13.007,13.073,13.08,13.096,13.125,13.136,13.155,13.184,13.192,
gtb_mgw32_gcc_O3.exe,brnglr_slr1.gtb,Java,jls13/earleyTableData/jls13EASMODAJ2024.gtb,rhul/earleyTableData/Life.tok,4540,BRNLGR (GTB with standard memory allocator),accept,30,11.522,12.197,11.946,11.617,***,11.522,11.581,11.623,11.662,11.695,11.759,11.915,11.922,11.965,11.969,11.972,11.979,11.982,11.985,11.99,11.994,11.995,12.011,12.011,12.012,12.015,12.034,12.043,12.071,12.073,12.081,12.101,12.111,12.118,12.197,
art.jar,earleyIndexedPoolV3_g++.bat,Java,jls13/earleyTableData/jls13EAS.art,rhul/earleyTableData/artSourceW.tok,58635,ARTEarleyIndexedPool (C),accept,30,219.433,254.72,235.770,224.125,***,219.433,221.263,223.992,224.351,231.585,235.134,235.776,235.833,236.025,236.046,236.425,236.561,236.805,236.96,237.048,237.091,237.178,237.38,237.647,238.037,238.04,238.17,238.279,238.359,238.807,238.841,238.991,239.069,239.239,254.72,
art.jar,earleyIndexedPoolV3_g++.bat,Java,jls13/earleyTableData/jls13EAS.art,rhul/earleyTableData/Life.tok,4540,ARTEarleyIndexedPool (C),accept,30,16.521,17.293,16.886,16.653,***,16.521,16.652,16.689,16.7,16.704,16.727,16.767,16.779,16.804,16.805,16.812,16.825,16.829,16.841,16.844,16.869,16.88,16.887,16.896,16.909,16.931,16.96,16.986,16.999,17.013,17.102,17.125,17.189,17.236,17.293,
gtb_mgw32_gcc_O3.exe,brnglr_slr1.gtb,Java,jls13/earleyTableData/jls13EASMODAJ2024.gtb,rhul/earleyTableData/artSourceW.tok,58635,BRNLGR (GTB with standard memory allocator),accept,30,425.579,451.625,434.394,427.257,***,425.579,427.201,427.68,427.825,427.998,428.326,429.365,430.838,433.626,434.06,434.404,434.699,434.911,434.913,435.423,435.869,435.892,436.08,436.293,436.296,436.309,436.438,436.627,436.685,436.754,436.788,436.835,437.576,438.893,451.625,
art.jar,earleyIndexedPoolV3.bat,C,ansi_c/earleyTableData/ansi_c.art,rhul/earleyTableData/rdp_full.tok,84784,ARTEarleyIndexedPool,accept,30,511.593,805.57,671.401,530.493,***,511.593,523.849,529.126,532.811,555.085,604.939,613.498,619.512,627.804,636.811,638.499,652.462,675.108,678.691,694.425,696.783,698.523,700.403,719.041,720.564,720.923,722.069,723.087,730.144,731.412,735.332,754.368,792.886,796.72,805.57,
